Nome,Tipo,Slot,Prezzo,Peso,Fonte,Unnamed: 6
63-64,Unguento del Volo,Oggetto Minore Inferiore Senza Slot,Nessuno,2.250 mo,-,Guida del Giocatore
-,Elisir del Cambio di Sesso,Oggetto Minore Inferiore Senza Slot,Nessuno,2.250 mo,-,Guida alle Classi
65,Colla Meravigliosa,Oggetto Minore Inferiore Senza Slot,Nessuno,2.400 mo,-,Manuale di Gioco
-,Osso di Troll,Oggetto Minore Inferiore Senza Slot,Nessuno,2.400 mo,"0,5 kg",Guida alle Classi
66,Mela del Sonno Eterno,Oggetto Minore Inferiore Senza Slot,Nessuno,2.500 mo,-,Guida del Giocatore
67-68,Borsa Conservante (Tipo I),Oggetto Minore Inferiore Senza Slot,Nessuno,2.500 mo,"7,5 kg",Manuale di Gioco
69,Candela della VeritÃ,Oggetto Minore Inferiore Senza Slot,Nessuno,2.500 mo,"0,25 kg",Manuale di Gioco
70,Bambola delle Fatture,Oggetto Minore Inferiore Senza Slot,Nessuno,2.500 mo,"0,5 kg",Guida all'Equipaggiamento
-,Estro del Maestro di Spada,Oggetto Minore Inferiore Senza Slot,Nessuno,2.500 mo,-,Guida alle Classi
-,Radice dell'Albero del Mondo Maggiore,Oggetto Minore Inferiore Senza Slot,Nessuno,2.500 mo,-,Avventure Mitiche
-,Ragno di Ottone,Oggetto Minore Inferiore Senza Slot,Nessuno,2.500 mo,1 kg,Guida alle Classi
71-72,Pietra dell'Allarme,Oggetto Minore Inferiore Senza Slot,Nessuno,2.700 mo,1 kg,Manuale di Gioco
73,Libro dell'Evocazione Estesa (Standard),Oggetto Minore Inferiore Senza Slot,Nessuno,2.750 mo,"0,5 kg",Guida all'Equipaggiamento
-,Acchiappasogni,Oggetto Minore Inferiore Senza Slot,Nessuno,2.800 mo,1 kg,Avventure Occulte
-,Incenso dei Pensieri Aperti,Oggetto Minore Inferiore Senza Slot,Nessuno,2.800 mo,"0,5 kg",Avventure Occulte
74-77,Biglia di Forza,Oggetto Minore Inferiore Senza Slot,Nessuno,3.000 mo,-,Manuale di Gioco
78,Calderone dell'Infusione,Oggetto Minore Inferiore Senza Slot,Nessuno,3.000 mo,"2,5 kg",Guida del Giocatore
79-80,Campana dell'Apertura,Oggetto Minore Inferiore Senza Slot,Nessuno,3.000 mo,"0,5 kg",Manuale di Gioco
81,Filtro d'Amore,Oggetto Minore Inferiore Senza Slot,Nessuno,3.000 mo,-,Guida del Giocatore
82-86,Corda per Scalare,Oggetto Minore Inferiore Senza Slot,Nessuno,3.000 mo,"1,5 kg",Manuale di Gioco
87-88,Vaporizzatore Volatile (2Â°),Oggetto Minore Inferiore Senza Slot,Nessuno,3.000 mo,-,Guida all'Equipaggiamento
-,Bacchetta ad Anelli,Oggetto Minore Inferiore Senza Slot,Nessuno,3.000 mo,4 kg,Guida alle Classi
-,Campana degli Spiriti Ritornanti,Oggetto Minore Inferiore Senza Slot,Nessuno,3.000 mo,"0,5 kg",Guida alle Classi
-,Gemma Stella Kitsune (2Â°),Oggetto Minore Inferiore Senza Slot,Nessuno,3.000 mo,-,Guida alle Razze
-,Lanterna Inestinguibile,Oggetto Minore Inferiore Senza Slot,Nessuno,3.000 mo,1 kg,Avventure Mitiche
89,Sudario della Disintegrazione,Oggetto Minore Inferiore Senza Slot,Nessuno,3.300 mo,5 kg,Guida all'Equipaggiamento
-,Incenso dei Molti Destini,Oggetto Minore Inferiore Senza Slot,Nessuno,3.300 mo,"0,5 kg",Guida alle Razze
90-92,Borsa degli Animali (Grigia),Oggetto Minore Inferiore Senza Slot,Nessuno,3.400 mo,-,Manuale di Gioco
93-95,Polvere della Sparizione,Oggetto Minore Inferiore Senza Slot,Nessuno,3.500 mo,-,Manuale di Gioco
96,Polvere del Pesante Fardello,Oggetto Minore Inferiore Senza Slot,Nessuno,3.600 mo,-,Guida all'Equipaggiamento
97,Portapillole Vigile del Nobile,Oggetto Minore Inferiore Senza Slot,Nessuno,3.600 mo,-,Guida all'Equipaggiamento
98-99,Statuina delle Meraviglie  (  Corvo d'Argento  ),Oggetto Minore Inferiore Senza Slot,Nessuno,3.800 mo,"0,5 kg",Manuale di Gioco
100,Vaporizzatore Volatile (3Â°),Oggetto Minore Inferiore Senza Slot,Nessuno,3.800 mo,-,Guida all'Equipaggiamento
-,Quadrifoglio,Oggetto Minore Inferiore Senza Slot,Nessuno,3.800 mo,-,Avventure Occulte
01,Biglia di Boro (2Â°),Oggetto Minore Superiore Senza Slot,Nessuno,4.000 mo,-,Guida all'Equipaggiamento
02,Laccio di Sicurezza,Oggetto Minore Superiore Senza Slot,Nessuno,4.000 mo,1 kg,Guida all'Equipaggiamento
03,Scala di Evacuazione,Oggetto Minore Superiore Senza Slot,Nessuno,4.000 mo,"0,5 kg",Guida all'Equipaggiamento
04,Mirino a Lungo Raggio,Oggetto Minore Superiore Senza Slot,Nessuno,4.000 mo,"0,5 kg",Guida al Combattimento
05-06,Pietra Magica (Fuso Trasparente),Oggetto Minore Superiore Senza Slot,Nessuno,4.000 mo,-,Manuale di Gioco
07,Pigmenti Meravigliosi,Oggetto Minore Superiore Senza Slot,Nessuno,4.000 mo,-,Manuale di Gioco
08-15,Pagina della Conoscenza Magica (2Â°),Oggetto Minore Superiore Senza Slot,Nessuno,4.000 mo,-,Guida all'Equipaggiamento
16-25,Perla del Potere (2Â°),Oggetto Minore Superiore Senza Slot,Nessuno,4.000 mo,-,Manuale di Gioco
26,Ampolla Preservante (2Â°),Oggetto Minore Superiore Senza Slot,Nessuno,4.000 mo,-,Guida all'Equipaggiamento
27,Unguento Ristorativo,Oggetto Minore Superiore Senza Slot,Nessuno,4.000 mo,"0,25 kg",Manuale di Gioco
28-30,Balsamo della Pietra,Oggetto Minore Superiore Senza Slot,Nessuno,4.000 mo,-,Manuale di Gioco
-,Bottiglia dell'Abbondanza,Oggetto Minore Superiore Senza Slot,Nessuno,4.000 mo,"0,5 kg",Avventure Mitiche
-,Gemma Fantasma,Oggetto Minore Superiore Senza Slot,Nessuno,4.000 mo,"0,5 kg",Guida alle Razze
-,Polvere Taumaturgica,Oggetto Minore Superiore Senza Slot,Nessuno,4.000 mo,-,Avventure Occulte
-,Reticolo Incantato (2Â°),Oggetto Minore Superiore Senza Slot,Nessuno,4.000 mo,"0,5 kg",Guida alle Classi
-,Zucca Luminescente,Oggetto Minore Superiore Senza Slot,Nessuno,4.250 mo,4 kg,Guida alle Classi
31,Bussola Chiamavento,Oggetto Minore Superiore Senza Slot,Nessuno,4.400 mo,-,Guida all'Equipaggiamento
32,Tamburo del Fuoco Goblin (Superiore),Oggetto Minore Superiore Senza Slot,Nessuno,4.500 mo,"0,5 kg",Guida all'Equipaggiamento
33,Vessillo del Cavaliere (Battaglia),Oggetto Minore Superiore Senza Slot,Nessuno,4.500 mo,"0,5 kg",Guida del Giocatore
34,Vessillo del Cavaliere (Trattativa),Oggetto Minore Superiore Senza Slot,Nessuno,4.500 mo,"0,5 kg",Guida del Giocatore
35,Polvere di Vuoto,Oggetto Minore Superiore Senza Slot,Nessuno,4.500 mo,-,Guida all'Equipaggiamento
36,Incenso della Meditazione,Oggetto Minore Superiore Senza Slot,Nessuno,4.900 mo,"0,5 kg",Manuale di Gioco
37,Fiala di Miscelazione,Oggetto Minore Superiore Senza Slot,Nessuno,5.000 mo,-,Guida all'Equipaggiamento
38-51,Borsa Conservante (Tipo II),Oggetto Minore Superiore Senza Slot,Nessuno,5.000 mo,"12,5 kg",Manuale di Gioco
52,Rasoio d'Osso,Oggetto Minore Superiore Senza Slot,Nessuno,5.000 mo,"0,5 kg",Guida all'Equipaggiamento
53,Corno del Signore della Caccia,Oggetto Minore Superiore Senza Slot,Nessuno,5.000 mo,"2,5 kg",Guida del Giocatore
54,Batacchio Ostinato,Oggetto Minore Superiore Senza Slot,Nessuno,5.000 mo,1 kg,Guida all'Equipaggiamento
55-56,Pietra Magica (Prisma Rosa Pallio),Oggetto Minore Superiore Senza Slot,Nessuno,5.000 mo,-,Manuale di Gioco
57,Mazzuola della Costruzione,Oggetto Minore Superiore Senza Slot,Nessuno,5.000 mo,1 kg,Guida all'Equipaggiamento
58,Borsa Metamorfica,Oggetto Minore Superiore Senza Slot,Nessuno,5.000 mo,"0,5 kg",Guida all'Equipaggiamento
59,Fodero del Tamponamento,Oggetto Minore Superiore Senza Slot,Nessuno,5.000 mo,1 kg,Guida del Giocatore
60,Banco di Occhi,Oggetto Minore Superiore Senza Slot,Nessuno,5.000 mo,-,Guida all'Equipaggiamento
61,Fodero della Lama Furtiva,Oggetto Minore Superiore Senza Slot,Nessuno,5.000 mo,1 kg,Guida del Giocatore
62,Pietra dell'Alleanza,Oggetto Minore Superiore Senza Slot,Nessuno,5.000 mo,-,Guida all'Equipaggiamento
63,Ceppi dell'Evocazione,Oggetto Minore Superiore Senza Slot,Nessuno,5.000 mo,"0,5 kg",Guida all'Equipaggiamento
-,Fodero delle Molte Lame,Oggetto Minore Superiore Senza Slot,Nessuno,5.000 mo,"1,5 kg",Guida alle Classi
-,Nettare degli DÃ¨i,Oggetto Minore Superiore Senza Slot,Nessuno,5.000 mo,"0,5 kg",Avventure Mitiche
-,Ventaglio dalle Piume Rosse,Oggetto Minore Superiore Senza Slot,Nessuno,5.000 mo,"0,5 kg",Guida alle Razze
-,Stendardo del Riposo Tranquillo,Oggetto Minore Superiore Senza Slot,Nessuno,5.040 mo,"3,5 kg",Guida alle Classi
64,Ampolla del Fumo Perenne,Oggetto Minore Superiore Senza Slot,Nessuno,5.400 mo,"0,5 kg",Manuale di Gioco
65,Cucchiaio del Sostentamento,Oggetto Minore Superiore Senza Slot,Nessuno,5.400 mo,-,Manuale di Gioco
66,Ventaglio dei Venti,Oggetto Minore Superiore Senza Slot,Nessuno,5.500 mo,-,Manuale di Gioco
67,Lanterna Macabra,Oggetto Minore Superiore Senza Slot,Nessuno,5.800 mo,1 kg,Guida all'Equipaggiamento
68,Moneta della Via Inesplorata,Oggetto Minore Superiore Senza Slot,Nessuno,6.000 mo,-,Guida all'Equipaggiamento
69,Corno della Chiarezza in Battaglia,Oggetto Minore Superiore Senza Slot,Nessuno,6.000 mo,1 kg,Guida all'Equipaggiamento
70,Emblema del Legame Vitale,Oggetto Minore Superiore Senza Slot,Nessuno,6.000 mo,"0,5 kg",Guida all'Equipaggiamento
71,Lacrima del Martire,Oggetto Minore Superiore Senza Slot,Nessuno,6.000 mo,-,Guida all'Equipaggiamento
72,Flauto Incantatore,Oggetto Minore Superiore Senza Slot,Nessuno,6.000 mo,-,Manuale di Gioco
73,Corda dei Nodi,Oggetto Minore Superiore Senza Slot,Nessuno,6.000 mo,-,Guida all'Equipaggiamento
74,Campana del Colpo Ki,Oggetto Minore Superiore Senza Slot,Nessuno,6.000 mo,"1,5 kg",Guida all'Equipaggiamento
75,Famiglio di Pietra,Oggetto Minore Superiore Senza Slot,Nessuno,6.000 mo,1 kg,Guida all'Equipaggiamento
-,Flauto del Guardiano dei Cunicoli,Oggetto Minore Superiore Senza Slot,Nessuno,6.000 mo,-,Guida alle Razze
-,Simbolo di Fortuna,Oggetto Minore Superiore Senza Slot,Nessuno,6.000 mo,"0,5 kg",Guida alle Razze
76,Libro dell'Evocazione Estesa (Superiore),Oggetto Minore Superiore Senza Slot,Nessuno,6.126 mo,"0,5 kg",Guida all'Equipaggiamento
-,Fischietto del Richiamo,Oggetto Minore Superiore Senza Slot,Nessuno,6.300 mo,-,Guida alle Classi
77,Ossa di Drago Divinatorie,Oggetto Minore Superiore Senza Slot,Nessuno,6.400 mo,"0,5 kg",Guida all'Equipaggiamento
78,Corno del Bene/del Male,Oggetto Minore Superiore Senza Slot,Nessuno,6.500 mo,"0,5 kg",Manuale di Gioco
79,Bindi Scaglia di Naga,Oggetto Minore Superiore Senza Slot,Nessuno,6.600 mo,"0,5 kg",Guida all'Equipaggiamento
-,Gemma Stella Kitsune (3Â°),Oggetto Minore Superiore Senza Slot,Nessuno,6.750 mo,-,Guida alle Razze
-,Ferro di Cavallo Fortunato,Oggetto Minore Superiore Senza Slot,Nessuno,6.800 mo,1 kg,Avventure Occulte
80,Bottiglia delle Ombre,Oggetto Minore Superiore Senza Slot,Nessuno,7.000 mo,-,Guida all'Equipaggiamento
81,Cappa della Bravata,Oggetto Minore Superiore Senza Slot,Nessuno,7.000 mo,"0,5 kg",Guida all'Equipaggiamento
82-83,Ponte Istantaneo,Oggetto Minore Superiore Senza Slot,Nessuno,7.000 mo,"2,5 kg",Guida all'Equipaggiamento
84,Specchio dei Riflessi Protettivi,Oggetto Minore Superiore Senza Slot,Nessuno,7.000 mo,2 kg,Guida all'Equipaggiamento
85,Barca Pieghevole,Oggetto Minore Superiore Senza Slot,Nessuno,7.200 mo,2 kg,Manuale di Gioco
86-87,Bottiglia d'Aria,Oggetto Minore Superiore Senza Slot,Nessuno,7.250 mo,1 kg,Manuale di Gioco
88-94,Borsa Conservante (Tipo III),Oggetto Minore Superiore Senza Slot,Nessuno,7.400 mo,"17,5 kg",Manuale di Gioco
95,Balsamo della Grazia Maliziosa,Oggetto Minore Superiore Senza Slot,Nessuno,7.500 mo,-,Guida all'Equipaggiamento
96,Candela dell'Aria Pulita,Oggetto Minore Superiore Senza Slot,Nessuno,7.500 mo,-,Guida all'Equipaggiamento
97,Arpa dello Charme,Oggetto Minore Superiore Senza Slot,Nessuno,7.500 mo,"2,5 kg",Manuale di Gioco
98-100,Manuale della Guerra,Oggetto Minore Superiore Senza Slot,Nessuno,7.500 mo,1 kg,Guida all'Equipaggiamento
-,Finestra Unidirezionale,Oggetto Minore Superiore Senza Slot,Nessuno,7.500 mo,"0,5 kg",Guida alle Classi
01,Calice della Trasudazione del Veleno,Oggetto Medio Inferiore Senza Slot,Nessuno,8.000 mo,"0,5 kg",Guida all'Equipaggiamento
02,Aspersorio dell'Esorcista,Oggetto Medio Inferiore Senza Slot,Nessuno,8.000 mo,"0,5 kg",Guida all'Equipaggiamento
03,Manuale del Golem (Carne),Oggetto Medio Inferiore Senza Slot,Nessuno,8.000 mo,"2,5 kg",Manuale di Gioco
04,Arpa della Frantumazione,Oggetto Medio Inferiore Senza Slot,Nessuno,8.000 mo,"2,5 kg",Guida all'Equipaggiamento
05,Mostrina del Valore,Oggetto Medio Inferiore Senza Slot,Nessuno,8.000 mo,-,Guida all'Equipaggiamento
06,Pietra Magica (Sfera Rosso Scuro),Oggetto Medio Inferiore Senza Slot,Nessuno,8.000 mo,-,Manuale di Gioco
07,Pietra Magica (Sfera Blu Incandescente),Oggetto Medio Inferiore Senza Slot,Nessuno,8.000 mo,-,Manuale di Gioco
08,Pietra Magica (Romboide Blu Chiaro),Oggetto Medio Inferiore Senza Slot,Nessuno,8.000 mo,-,Manuale di Gioco
09,Pietra Magica (Sfera Rosa e Verde),Oggetto Medio Inferiore Senza Slot,Nessuno,8.000 mo,-,Manuale di Gioco
10,Pietra Magica (Romboide Rosa),Oggetto Medio Inferiore Senza Slot,Nessuno,8.000 mo,-,Manuale di Gioco
11,Pietra Magica (Sfera Scarlatta e Blu),Oggetto Medio Inferiore Senza Slot,Nessuno,8.000 mo,-,Manuale di Gioco
12,Aghi Sottocutanei,Oggetto Medio Inferiore Senza Slot,Nessuno,8.000 mo,"0,5 kg",Guida all'Equipaggiamento
13,Grimaldelli Irrequieti,Oggetto Medio Inferiore Senza Slot,Nessuno,8.000 mo,"0,5 kg",Guida all'Equipaggiamento
14,Fischietto Mannaro,Oggetto Medio Inferiore Senza Slot,Nessuno,8.000 mo,-,Guida all'Equipaggiamento
-,Coppe del Buon Rapporto,Oggetto Medio Inferiore Senza Slot,Nessuno,8.000 mo,"0,5 kg",Guida alle Classi
-,Pietra Runica del Potere (2Â°),Oggetto Medio Inferiore Senza Slot,Nessuno,8.000 mo,-,Guida alle Classi
-,Simbolo del Comando Sacrilego,Oggetto Medio Inferiore Senza Slot,Nessuno,8.000 mo,"0,5 kg",Guida alle Razze
15-16,Mazzo delle Illusioni,Oggetto Medio Inferiore Senza Slot,Nessuno,8.100 mo,"0,25 kg",Manuale di Gioco
17,Candela dell'Invocazione,Oggetto Medio Inferiore Senza Slot,Nessuno,8.400 mo,"0,25 kg",Manuale di Gioco
18-19,Borsa degli Animali (Ruggine),Oggetto Medio Inferiore Senza Slot,Nessuno,8.500 mo,-,Manuale di Gioco
20,Biglia di Boro (3Â°),Oggetto Medio Inferiore Senza Slot,Nessuno,9.000 mo,-,Guida all'Equipaggiamento
21,Caraffa dell'Acqua Eterna,Oggetto Medio Inferiore Senza Slot,Nessuno,9.000 mo,1 kg,Manuale di Gioco
22,Specchio Disgustoso,Oggetto Medio Inferiore Senza Slot,Nessuno,9.000 mo,5 kg,Guida all'Equipaggiamento
23-25,Pagina della Conoscenza Magica (3Â°),Oggetto Medio Inferiore Senza Slot,Nessuno,9.000 mo,-,Guida all'Equipaggiamento
26-31,Perla del Potere (3Â°),Oggetto Medio Inferiore Senza Slot,Nessuno,9.000 mo,-,Manuale di Gioco
32,Ampolla Preservante (3Â°),Oggetto Medio Inferiore Senza Slot,Nessuno,9.000 mo,-,Guida all'Equipaggiamento
-,Pipa dell'Investigatore,Oggetto Medio Inferiore Senza Slot,Nessuno,9.000 mo,-,Guida alle Classi
-,Reticolo Incantato (3Â°),Oggetto Medio Inferiore Senza Slot,Nessuno,9.000 mo,"0,5 kg",Guida alle Classi
-,Rosa di Mithral,Oggetto Medio Inferiore Senza Slot,Nessuno,9.000 mo,-,Avventure Mitiche
33,Statuina delle Meraviglie  (Gufo di Serpentino),Oggetto Medio Inferiore Senza Slot,Nessuno,9.100 mo,"0,5 kg",Manuale di Gioco
-,Statuina delle Meraviglie  (Corvo di Giada Nera),Oggetto Medio Inferiore Senza Slot,Nessuno,9.100 mo,-,Guida alle Razze
34,Collana della Preghiera (Minore),Oggetto Medio Inferiore Senza Slot,Nessuno,9.600 mo,"0,25 kg",Manuale di Gioco
35-38,Borsa Conservante (Tipo IV),Oggetto Medio Inferiore Senza Slot,Nessuno,10.000 mo,30 kg,Manuale di Gioco
39,Gesso Confinante,Oggetto Medio Inferiore Senza Slot,Nessuno,10.000 mo,-,Guida all'Equipaggiamento
40,Campana del Silenzio Risonante,Oggetto Medio Inferiore Senza Slot,Nessuno,10.000 mo,"0,5 kg",Guida all'Equipaggiamento
41,Mattone dell'Incanalare Costrutti,Oggetto Medio Inferiore Senza Slot,Nessuno,10.000 mo,"0,5 kg",Guida del Giocatore
42,Arpa del Terrore,Oggetto Medio Inferiore Senza Slot,Nessuno,10.000 mo,"2,5 kg",Guida del Giocatore
43,Tamburo dell'Avanzata e della Ritirata,Oggetto Medio Inferiore Senza Slot,Nessuno,10.000 mo,"2,5 kg",Guida all'Equipaggiamento
44,Filo dell'Imbalsamazione,Oggetto Medio Inferiore Senza Slot,Nessuno,10.000 mo,-,Guida all'Equipaggiamento
45,Occhio del Vuoto,Oggetto Medio Inferiore Senza Slot,Nessuno,10.000 mo,"0,5 kg",Guida all'Equipaggiamento
46,Statuina delle Meraviglie  (Grifone di Bronzo),Oggetto Medio Inferiore Senza Slot,Nessuno,10.000 mo,"0,5 kg",Manuale di Gioco
47,Statuina delle Meraviglie  (Mosca d'Ebano),Oggetto Medio Inferiore Senza Slot,Nessuno,10.000 mo,"0,5 kg",Manuale di Gioco
48,Statuina delle Meraviglie  (Ragno di Ardesia),Oggetto Medio Inferiore Senza Slot,Nessuno,10.000 mo,"0,5 kg",Guida al Combattimento
49,Clessidra dell'Ultima PossibilitÃ,Oggetto Medio Inferiore Senza Slot,Nessuno,10.000 mo,-,Guida all'Equipaggiamento
50-51,Pietra Magica (Romboide Blu Scuro),Oggetto Medio Inferiore Senza Slot,Nessuno,10.000 mo,-,Manuale di Gioco
52,Tappetino Ki,Oggetto Medio Inferiore Senza Slot,Nessuno,10.000 mo,"1,5 kg",Guida del Giocatore
53,Stendardo del Signore (RapiditÃ ),Oggetto Medio Inferiore Senza Slot,Nessuno,10.000 mo,"1,5 kg",Guida del Giocatore
54,Simbolo Malleabile,Oggetto Medio Inferiore Senza Slot,Nessuno,10.000 mo,"0,5 kg",Guida all'Equipaggiamento
55,Stipetto del Migrus,Oggetto Medio Inferiore Senza Slot,Nessuno,10.000 mo,10 kg,Guida all'Equipaggiamento
56,Ornamento di Luce Curativa,Oggetto Medio Inferiore Senza Slot,Nessuno,10.000 mo,"0,5 kg",Guida all'Equipaggiamento
57,Ruota della Preghiera della Forza Etica,Oggetto Medio Inferiore Senza Slot,Nessuno,10.000 mo,"1,5 kg",Guida all'Equipaggiamento
58,Cavallo di Pietra (Corsiero),Oggetto Medio Inferiore Senza Slot,Nessuno,10.000 mo,3.000 kg,Guida all'Equipaggiamento
59,Cristallo Evoca Schiavo,Oggetto Medio Inferiore Senza Slot,Nessuno,10.000 mo,-,Guida all'Equipaggiamento
60,Sigillo del Tesoriere,Oggetto Medio Inferiore Senza Slot,Nessuno,10.000 mo,"0,5 kg",Guida all'Equipaggiamento
-,Fermaglio Ancestrale,Oggetto Medio Inferiore Senza Slot,Nessuno,10.000 mo,"0,25 kg",Guida alle Razze
-,Forte sull'Albero del Cacciatore,Oggetto Medio Inferiore Senza Slot,Nessuno,10.000 mo,"0,5 kg",Guida alle Classi
-,Ventaglio dalle Piume Nere,Oggetto Medio Inferiore Senza Slot,Nessuno,10.000 mo,"0,5 kg",Guida alle Razze
61,Scheggia di Anima Nera,Oggetto Medio Inferiore Senza Slot,Nessuno,12.000 mo,-,Guida all'Equipaggiamento
62,Manuale del Golem (Argilla),Oggetto Medio Inferiore Senza Slot,Nessuno,12.000 mo,"2,5 kg",Manuale di Gioco
63,Sella del Signore dei Cavalli,Oggetto Medio Inferiore Senza Slot,Nessuno,12.000 mo,"2,5 kg",Guida all'Equipaggiamento
64,Flauto della Dissoluzione,Oggetto Medio Inferiore Senza Slot,Nessuno,12.000 mo,"1,5 kg",Guida all'Equipaggiamento
65,Flauto del Dolore,Oggetto Medio Inferiore Senza Slot,Nessuno,12.000 mo,"1,5 kg",Guida all'Equipaggiamento
66,Mirino Ricercante,Oggetto Medio Inferiore Senza Slot,Nessuno,12.000 mo,"0,5 kg",Guida al Combattimento
-,Ardesia degli Spiriti,Oggetto Medio Inferiore Senza Slot,Nessuno,12.000 mo,1 kg,Avventure Occulte
-,Arnesi Manufatturieri Meravigliosi,Oggetto Medio Inferiore Senza Slot,Nessuno,12.000 mo,"0,5 kg",Guida alle Razze
-,Corno della Panacea,Oggetto Medio Inferiore Senza Slot,Nessuno,12.000 mo,"0,5 kg",Guida alle Classi
-,Gatto di Pietra Luna,Oggetto Medio Inferiore Senza Slot,Nessuno,12.000 mo,"0,5 kg",Avventure Mitiche
-,Pietre della Litomanzia,Oggetto Medio Inferiore Senza Slot,Nessuno,12.000 mo,21 kg,Avventure Occulte
67,Libro Benedetto,Oggetto Medio Inferiore Senza Slot,Nessuno,12.500 mo,"0,5 kg",Manuale di Gioco
68,Acque della Trasfigurazione,Oggetto Medio Inferiore Senza Slot,Nessuno,12.500 mo,"0,5 kg",Guida all'Equipaggiamento
69,Gemma della LuminositÃ,Oggetto Medio Inferiore Senza Slot,Nessuno,13.000 mo,-,Manuale di Gioco
70,Arpa del Contagio,Oggetto Medio Inferiore Senza Slot,Nessuno,13.000 mo,"2,5 kg",Guida all'Equipaggiamento
71,Lira della Costruzione,Oggetto Medio Inferiore Senza Slot,Nessuno,13.000 mo,"2,5 kg",Manuale di Gioco
-,Statuina delle Meraviglie  (  Imp di Stagno  ),Oggetto Medio Inferiore Senza Slot,Nessuno,13.000 mo,"0,5 kg",Guida alle Classi
-,Tomo degli Origami di Animali,Oggetto Medio Inferiore Senza Slot,Nessuno,13.500 mo,"7,5 kg",Avventure Occulte
72,Vessillo del Vuoto,Oggetto Medio Inferiore Senza Slot,Nessuno,14.000 mo,"0,5 kg",Guida all'Equipaggiamento
73,Cavallo di Pietra (Destriero),Oggetto Medio Inferiore Senza Slot,Nessuno,14.800 mo,3.000 kg,Guida all'Equipaggiamento
74,Libro del Maestro del Sapere,Oggetto Medio Inferiore Senza Slot,Nessuno,15.000 mo,1 kg,Guida del Giocatore
75,Calderone dell'Abbondanza,Oggetto Medio Inferiore Senza Slot,Nessuno,15.000 mo,"12,5 kg",Guida del Giocatore
76,Corno del Giudizio,Oggetto Medio Inferiore Senza Slot,Nessuno,15.000 mo,"0,5 kg",Guida all'Equipaggiamento
77,Corno dei Tritoni,Oggetto Medio Inferiore Senza Slot,Nessuno,15.000 mo,1 kg,Guida all'Equipaggiamento
-,Fazzoletto della Localizzazione,Oggetto Medio Inferiore Senza Slot,Nessuno,15.000 mo,-,Guida alle Classi
-,Ferro di Cavallo Fortunato Collettivo,Oggetto Medio Inferiore Senza Slot,Nessuno,15.000 mo,1 kg,Avventure Occulte
78,Perla delle Sirene,Oggetto Medio Inferiore Senza Slot,Nessuno,15.300 mo,-,Manuale di Gioco
79,Statuina delle Meraviglie  (Cane d'Onice),Oggetto Medio Inferiore Senza Slot,Nessuno,15.300 mo,"0,5 kg",Manuale di Gioco
80-81,Borsa degli Animali Marrone,Oggetto Medio Inferiore Senza Slot,Nessuno,16.000 mo,-,Manuale di Gioco
82,Biglia di Boro (4Â°),Oggetto Medio Inferiore Senza Slot,Nessuno,16.000 mo,-,Guida all'Equipaggiamento
83,Pagina della Conoscenza Magica (4Â°),Oggetto Medio Inferiore Senza Slot,Nessuno,16.000 mo,-,Guida all'Equipaggiamento
84-87,Perla del Potere (4Â°),Oggetto Medio Inferiore Senza Slot,Nessuno,16.000 mo,-,Manuale di Gioco
88,Ampolla Preservante (4Â°),Oggetto Medio Inferiore Senza Slot,Nessuno,16.000 mo,-,Guida all'Equipaggiamento
89-91,Fodero delle EstremitÃ Affilate,Oggetto Medio Inferiore Senza Slot,Nessuno,16.000 mo,"0,5 kg",Manuale di Gioco
-,Bambola Ganji,Oggetto Medio Inferiore Senza Slot,Nessuno,16.000 mo,"10,25 kg",Avventure Occulte
-,Reticolo Incantato (4Â°),Oggetto Medio Inferiore Senza Slot,Nessuno,16.000 mo,"0,5 kg",Guida alle Classi
-,Rune della Congrega Stregata,Oggetto Medio Inferiore Senza Slot,Nessuno,16.000 mo,"0,5 kg",Guida alle Classi
-,Rune della Fede Verde,Oggetto Medio Inferiore Senza Slot,Nessuno,16.000 mo,"0,5 kg",Guida alle Classi
92-93,Statuina delle Meraviglie  (Leoni d'Oro),Oggetto Medio Inferiore Senza Slot,Nessuno,16.500 mo,"0,5 kg",Manuale di Gioco
-,Boccale di Cayden,Oggetto Medio Inferiore Senza Slot,Nessuno,16.500 mo,"0,5 kg",Avventure Mitiche
94-95,Campana dell'Interruzione,Oggetto Medio Inferiore Senza Slot,Nessuno,16.800 mo,"0,5 kg",Manuale di Gioco
96-99,Scopa Volante,Oggetto Medio Inferiore Senza Slot,Nessuno,17.000 mo,"1,5 kg",Manuale di Gioco
100,Statuina delle Meraviglie  (Elefante di Marmo),Oggetto Medio Inferiore Senza Slot,Nessuno,17.000 mo,"0,5 kg",Manuale di Gioco
01-03,Pietra Magica (Fuso Iridescente),Oggetto Medio Superiore Senza Slot,Nessuno,18.000 mo,-,Manuale di Gioco
04,Globo dell'Abaddon,Oggetto Medio Superiore Senza Slot,Nessuno,18.000 mo,"0,5 kg",Guida all'Equipaggiamento
-,Reticolo Incantato (5Â°),Oggetto Medio Superiore Senza Slot,Nessuno,18.000 mo,"0,5 kg",Guida alle Classi
-,Specchio degli Spiriti,Oggetto Medio Superiore Senza Slot,Nessuno,18.900 mo,2 kg,Avventure Occulte
-,Perla Purificante,Oggetto Medio Superiore Senza Slot,Nessuno,19.000 mo,-,Guida alle Razze
